Resume,Experience
"Ranga Rohan
uniquerohanranga@gmail.com |  +91 8919132620 | Hyderabad
WORK EXPERIENCE
Flutter Developer • Internship
Oct 2024 - Dec 2024
Matbucks, Virtual
EDUCATION
B.Tech, Artificial Intelligence And Machine Learning
2022 - 2026
Nalla Malla Reddy Engineering College
Secondary (X), CBSE
2020
Sri Vishwa Shanthi Educational Institutions Vuyyuru
Percentage: 74.60%
TRAININGS / CERTIFICATIONS
The Ultimate Dart And Flutter
Aug 2024 - Present
udemy, Virtual
AI For All
May 2024 - Jul 2024
IUCEEE, Virtual
Android App Development
Sep 2023 - Oct 2023
Academor, Virtual
Full Stack Development
May 2023 - Jun 2023
Swecha, Secunderabad
PORTFOLIO
Wordpress link ↗
GitHub link ↗
PROJECTS
Movies app ↗ 
Sep 2024 - Oct 2024
Full stack responsive Movies app using api integration with
infinite scroll view and with search field
Voice assistant app ↗ 
Sep 2024 - Oct 2024
I have build a voice assist app at where it cable to generate
answers from our voice and it can even generate image from the
voice
Weather app using api integration  ↗ 
Aug 2024
I have build an weather app at where we are able to monitor
realtime climate
Google_Clone ↗ 
Sep 2024 - Present
I have created responsive Google clone app with my new search
engine which exactly looks like Google but not Google
SKILLS
• Dart
• Flutter
• Android
• Firebase
• WordPress
• Git
• English Proficiency (Spoken)
• English Proficiency (Written)
• HTML&CSS
• XML
• Linux
• Canva
• Design Thinking
• Cloud Firestore
• REST API
ADDITIONAL DETAILS
""Certified in AI for All (IUCEE), Android App Development (Academor), Full Stack Development (Swecha), Summer of AI (Swecha), and
Google Play Academy, showcasing expertise in AI, app development, and full-stack technologies.""
Page - 1/1
",0.2
"EDUCATION
2017 - 2020
Sri Prakash Residential School
CGPA - 7.8
2020 - 2022
Maharishi International Residential School
CGPA - 8.4
2022 - 2026
Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science
and Technology
CGPA - 8.0 (up to 5th semester)   
SKILLS
Java 
5.5/10
Python
4.0/10
C 
4.0/10
Unity
1.5/10
HTML/CSS
7.0/10
SQL
6.0/10
Java Script
5.5/10
rapolusharvanth@gmail.com
8019957507
Telangana
LANGUAGES KNOWN
PROJECTS
SHARVANTH 
RAPOLU
English
Hindi
Tamil
Telugu (Mother Tongue)
Urban School Management Website
HOBBIES
Video Games
Drawing
Outdoor/Indoor Games
Exploring Tech
",0.0
"8919132620
uniquerohanranga@gmail.com
Hyderabad
CERTIFICATIONS
PROJECTS
RangaRohan
RANGA ROHAN
Flutter developer
EXPERIENCE
Oct - Dec 2024
Mtbucks ( virtual )
Flutter developer
Developed the School ERP and Mazdoor
apps using Flutter.
Integrated Firebase for authentication
and real-time data management.
Implemented API handling and state
management for optimized
performance.
Focused on creating a responsive UI and
enhancing app functionality.
ABOUT ME
Flutter 
Developer 
passionate 
about 
building
responsive and apps rich  in features. Full-stack
Developer (Dart, Firebase,  REST APIs) Pursued
B.Tech in the  domain of AI and ML. Developed
several projects including Movies  App, Voice
Assistant, Google Clone. Expert in AI,  Android App
Development 
and 
Full 
Stack 
Development.
Excellent 
problem-solving 
skills  with 
strong
passion for innovation and technology.
EDUCATION
Nalla malla reddy engineering college
2022 - 2026
CGPA - 7
Aurora junior college
2020 - 2022
CGPA - 72.3%
Sri vishwashanti educational insitutions
2018 - 2020
CGPA - 74.6%
SKILLS
AI & ML Tools:
Blackbox, ChatGPT, Gemini, Perplexity,
DeepThink, Bolt, Flowwise, Glide, Cursor
Mobile & Web Development:
Flutter, Dart, Firebase, WordPress
Backend & Databases:
Cloud Firestore, REST API
Programming & Scripting:
Python, HTML & CSS
Version Control & Operating Systems:
Git, Linux
The Ultimate Dart And Flutter
Aug 2024 - Present 
udemy, Virtual
AI For All 
May 2024 - Jul 2024 
IUCEEE, Virtual
Android App Development 
Sep 2023 - Oct 2023
 Academor, Virtual
 Full Stack Development 
May 2023 - Jun 2023 
Swecha, Secunderabad
 Google Play Store listing 
DEC 14,2024
Google play academy 
Movies app - Responsive movies
app with infinite scroll view and
with search bar implemented using
third party  api.
Voice Assistant ( voice of victory )-
my voice assistant app with open Ai
chatgpt api and dall-e api for
images generation.
ADDITIONAL DETAILS
Certified in AI, Android, and Full
Stack Development.
Skilled in Flutter, Firebase, REST
APIs, and Git.
Built Movies App, Voice Assistant,
Google Clone, School ERP, and
Mazdoor App.
Strong in problem-solving, UI/UX,
and app optimization.
Proficient in English (spoken &
written).
LANGUAGES
Telugu(Fluent)
English(Fluent)
Weather App - show’s  hourly forecast,
humidity, wind and pressure beautiful
and responsive app it all data is fetched
from open weather map api.
Google clone app- It does exactly the 
same work as the google search but
with a different search engine cloned
using the google cloud.
",0.2
"CONTACT
a.sharma@email.com
(123) 456-7890
Atlanta, GA
LinkedIn
EDUCATION
Bachelor of Science
Computational Media
Georgia Institute of Technology
2012 - 2016
Atlanta, GA
SKILLS
Visual Studio
SVN
Python
React.js
MySQL
Django
HTML
Kubernetes
Amazon Web Services
Java
WORK EXPERIENCE
Programmer
Fiserv
2019 - current / Atlanta, GA
Built a Python application for real-time transaction monitoring,
shortening response time to suspicious activities from 41 days to 28
days.
Integrated React.js for state management, enhancing the
performance and scalability of web applications, leading to a 22%
decrease in memory usage.
Automated MySQL database maintenance tasks, reducing manual
intervention by 74% and minimizing the potential for human error.
Developed a high-capacity Java transaction system, handling about
1,154 transactions per minute, boosting system throughput by 36%
compared to the previous solution.
Software Developer
Honeywell
2018 - 2021 / Atlanta, GA
Engineered a machine learning-based anomaly detection system in
Visual Studio for Honeywell's manufacturing line, eliminating false
positives by 39%.
Implemented Kubernetes’s CI/CD pipeline for rapid software
development, shrinking release cycles from 4 weeks to 1.2 weeks.
Centralized the SVN commit and merge process for a team of 24
developers, minimizing merge conflicts and complaints by 46%.
Designed a scalable web application for performance tracking,
boosting user traffic by 31% without degradation.
Junior Web Developer
Equifax
2016 - 2018 / Atlanta, GA
Maintained cross-browser compatibility for all web projects, creating
a consistent user experience that cut down customer complaints
by 67%.
Set up a robust user authentication system in line with Equifax's
security requirements, leading to a 32% decrease in unauthorized
access attempts.
Configured ELB using Amazon Web Services for 4 high-traffic
applications, achieving a 98.4% success rate in handling peak traffic
loads.
SAS Programmer
AVA SHARMA
",9.0
"ILYIA KAR ASLAVOV
SECURITY ENGINEER
CONTACT
ilyia.karaslavov@email.com
(123) 456-7890
Phoenix, AZ
LinkedIn
EDUCATION
Bachelor of Science
Cybersecurity
Grand Canyon University
2003 - 2005
Phoenix, AZ
SKILLS
Java
Spring
Hibernate
SQL
AWS
Azure
ITF+
A+
Project Management
Interpersonal
Communication
WORK EXPERIENCE
Senior Information Security Engineer
Wells Fargo
2015 - current / Chandler, AZ
Designed, built, configured, and deployed 50+ firewall, intrusion
detection, and infrastructure automation technologies
Identified and investigated 100% of threats and vulnerabilities,
reducing the risk of successful cyber attacks by 83%
Supported perimeter initiatives by automating and integrating the
provisioning of accounts in the AWS cloud
Provided consultation on 181 technologies to address security gaps
Network Security Engineer
Infosys
2010 - 2015 / Phoenix, AZ
Designed and maintained 100% of cybersecurity soft & hardware
Launched initiative to converge IT and OT networks, saving $48K a
year in labor costs and security initiatives
Maintained Process Control Network and 3 Pipeline SCADA
Networks to ensure effectiveness, reliable operation, and security
Software Engineer
Voice Media Group
2007 - 2010 / Phoenix, AZ
Responsible for 100% of engineering, testing, implementation, and
maintenance of both code and codebases
Conducted statistical analysis and troubleshooting for site lead and
4 key management personnel
Participated in all phases of software development, including initial
design, prototype development, and production
Overhauled outdated practices to develop algorithms, ensure
compliance, and conduct initial design stages for applications
Software/Java Engineer
SimuLogix
2005 - 2007 / Phoenix, AZ
Led production processes for 14 new products
Partnered with software developers and quality assurance
engineers to build and test 3 types of new products
Designed and developed 6 scalable enterprise web applications
Collaborated with 4 engineers to update 20+ tools and processes
",20.0
"RHETT ALARIC
REMOTE PROGRAMMER
CONTACT
r.alaric@email.com
(123) 456-7890
Seattle, WA
LinkedIn
EDUCATION
Bachelor of Science
Computer Science
University of
Washington
2014 - 2018
Seattle, WA
SKILLS
GitHub
Visual Studio Code
Stack Overflow
Python
Sublime Text
Xcode
Jupyter Notebook
React
SQL
Node.js
WORK EXPERIENCE
Remote Programmer
F5 Networks
2023 - current / Seattle, WA
Organized project milestones in Visual Studio Code,
facilitating collaboration among 12 remote members
Developed and maintained 8 iOS applications using Xcode,
ensuring seamless integration with F5's cloud services
Integrated CI/CD pipelines with GitHub Actions, automating
code testing and deployment for 16 projects
Built RESTful APIs using Node.js, supporting 2,140+ daily
transactions and ensuring real-time data synchronization
Web Developer
Tableau
2020 - 2023 / Seattle, WA
Created a reporting template for sales teams using Tableau,
supporting a $2.1 million quarterly revenue growth
Accelerated code review by 18 hours per sprint through
Jupyter Notebook automation, enhancing team productivity
Executed lazy loading and code-splitting in React,
enhancing user experience across 21 company dashboards
Collaborated with nine developers to implement database
schema updates in SQL
Junior Web Developer
Valve Corporation
2018 - 2020 / Seattle, WA
Contributed to version control workflows on GitHub,
managing over 37 pull requests per month
Created well-documented Sublime Text templates for HTML
and CSS, accelerating project setup by six hours per project
Automated data extraction with Python, expediting retrieval
of game metrics and saving 28 developer hours per month
Participated in troubleshooting and resolving 26 bugs per
month via Stack Overflow
",7.0
"AUSTIN WEBB
Senior Programmer
austinwebb@email.com
(123) 456-7890
Dallas, TX
linkedin.com/in/a-webb
github.com/austin-webb
WORK EXPERIENCE
Senior Software Engineer
American Heart Association
March 2015 - current
Dallas, TX
· Developed and maintained 100+ applications and Web API's
using Microsoft and other client languages
· Designed 50+ software artifacts based on requirements,
solution architecture, application architecture, and
development standards
· Implemented testing requirements for 100% of software in
unit and integrated testing cycles
· Supported 100% of user acceptance testing and defect
remediation
· Implemented the clarification and refinement of 60+ business
requirements
· Analyzed and prepared 75+ estimations based on
requirements and functional specs
Software Engineer
AT&T
February 2014 - February 2015
Remote
· Led the quality of the code development process, including
design, performance, observing coding standards, code
review, and thorough testing for 80+ projects
· Operated in an Agile environment in an efficient manner to
achieve 100% of project goals within or before stated
deadlines
· Handled 50+ incoming tickets and defects at any given time,
including preliminary debugging, triaging, and escalating
Entry-Level Software Engineer
TEKSKY LLC
June 2012 - January 2014
Houston, TX
· Developed and enhanced 30+ new platform features
· Collaborated in 100+ development, staging, and production
environments for web application and game engine repos
· Led 20+ external contractors and 11 interdepartmental team
members to develop project requirements
· Participated in 80+ project designs and planning, providing
time and effort estimates
SUMMARY
Senior programmer with a history of
developing 18+ industry-leading
teams. With 9+ years of programming
experience, I am eager to invest in
junior and mid-level developers at
Oracle.
EDUCATION
B.S.
Computer Science
University of Kansas
September 2008 - June 2012
Lawrence, KS
SKILLS
Languages: Python, Javascript,
HTML5/CSS
Frameworks: Django, NodeJS, ReactJS
Tools: jQuery, Unix, Git, Selenium
Databases: SQL (PostgreSQL, MySQL),
AWS
",12.6
"Tasiana Ukura
tukura@email.com
(123) 456-7890
Seattle, WA
LinkedIn
WORK EXPERIENCE
Fast - Senior Software Engineer
October 2016 - current
Seattle, WA
· Built and maintained application that scaled to 2M daily users, communicating with cross-functional
teams regarding product and design
· Transformed UIs using React, decreasing debugging time by 62% and increasing views by 31%
· Focused on front-end development, providing mentorship and coaching to 6 interns each summer
· Oversaw a team of 4 to write scalable code for the e-commerce platform that increase payment
protection by 15%
Adaptiva - Software Engineer
May 2009 - October 2016
Seattle, WA
· Developed cloud-based technologies with C ++ and Java to assist Fortune 500 companies with scaling
content distribution by 60% or more and increasing their productivity by 40% or more
· Teamed up with current clients to understand needs for improved functionality, and communicated with
engineers and clients to develop enhancements that boosted client satisfaction by 27%
· Manipulated algorithms to align with marketing, sales, and solutions, improving automation by 32%
· Drafted documentations delineating designs and specs for more than 20 projects
Expedia Group - Software Engineer Intern
May 2008 - May 2009
Seattle, WA
· Worked with 5 other interns under the supervision of senior software engineer full stack development of
the e-commerce system
· Received coaching and support from peers and senior software engineer, and gained practical experience
in using Java and Python
· Studied data structures to recommend changes in algorithms, which boosted online sales by 6%
· Partnered with interns, using code composition to redesign a clean API that offered increased flexibility
to to third parties, which generated a revenue increase of $1.5M
EDUCATION
University of Washington - B.S., Computer Science
August 2004 - May 2008
Seattle, WA
SKILLS
Languages: Python, JavaScript, C++, Java; Frameworks: Django, NodeJS, React; Tools: jQuery, Unix, Git,
Selenium; Databases: SQL (PostgreSQL, MySQL), NoSQL, AWS
",17.0
"CYNTHIA DWAYNE
Software Developer
CONTACT
cynthia@beamjobs.com
(123) 456-7890
Brooklyn, NY
LinkedIn
Github
CAREER OBJECTIVE
Throughout my 7-year-plus
career as a software developer, I
have focused on developing
scalable and well-documented
code. I enjoy working
collaboratively but can also run
with projects independently.
Excited about the prospect of
joining a product-driven
company like Acme Corp.
EDUCATION
Bachelor of Science
Computer Science
University of Delaware
August 2008 - May 2012
Newark, DE
SKILLS
Python (Django)
SQL (PostgreSQL, MySQL)
Cloud (GCP, AWS)
JavaScript (ES6, React, Redux,
Node.js)
Typescript
HTML/ CSS
CI/CD
WORK EXPERIENCE
Software Developer
QuickBooks
January 2017 - current / New York, NY
· Worked on the payments team to save time and improve cash
flow for over 50,000 through the development of modern,
responsive customer experiences
· Led the migration from AWS to GCP for the team to reduce
cloud costs by $260,000 per year
· Worked closely with the product team to re-configure the
processing of invoices, saving customers over 125,000 manual
hours of work per month
· Mentored 3 junior front-end developers on the team on React,
and documented best practices within the organization
Front-End Developer
AMR
January 2014 - December 2016 / New York, NY
· Contributed to the in-house UI library to create reusable
components that saved 125+ hours of development per month
· Created a web app MVP for a store delivery management
platform with 200+ business customers to create, manage, and
monitor deliveries using React and Redux
· Added features to meditation app with 5,000+ monthly users,
enabling audio and video uploads using React and Redux
· Improved customer conversion rate by 17% through A/B
testing of different components and combinations,
representing $500,000+ in incremental annual revenue
Help Desk Analyst
Kelly
June 2012 - January 2014 / New York, NY
· Diagnosed technical issues for 30+ clients per day by phone,
email, and chat, solving issues within 15 minutes on average
· Successfully reached solutions for 92% of computer errors, and
escalated more complex tickets to higher tiers to assist clients
as quickly as possible
· Created user accounts for 50+ clients per week, and assisted
them with setting up and customizing their accounts
· Created and updated documentation as needed concerning
network, software, and hardware problems
",12.6
"SERAPHINA BLAKE
Software Development Engineer 
s.blake@email.com
(123) 456-7890
Houston, TX
LinkedIn
WORK EXPERIENCE
Software Development Engineer
Hewlett Packard Enterprise (HPE)
2022 - current
Houston, TX
Worked with 3 engineers on GitHub, managing 27 repositories,
which resulted in a 13% decrease in code conflicts.
Released multiple updates using Java for HP’s diagnostics tool,
improving its performance metrics by 11%. 
Led the development of a new software feature on HP QuickDrop,
resulting in a 6% increase in customer satisfaction, as per
anonymous in-app surveys.
Optimized various MySQL database queries which eventually
shortened query execution times to 3 ms.
Software Developer
IBM
2019 - 2022
Austin, TX
Enhanced code quality by installing Visual Studio Code extensions,
curtailing monthly reported bugs on IBM’s website by 14%.
Leveraged Jenkins plugins for monitoring 97% of all error logs and
HTTPS requests, providing accurate data that helped the team
boost build success rates by 21%.
Automated unit testing using JUnit, mitigating regression testing
time by 58 minutes.
Lowered codebase complexity by refactoring legacy code, cutting
down IBM’s maintenance costs by $6,491.
Junior Software Developer
Oracle
2016 - 2019
Austin, TX
Helped senior designers implement React components on landing
pages, growing UI consistency across 3 projects.
Deployed security patches with the help of Ansible, eliminating 7
system vulnerabilities.
Assisted in the creation project documentation, reducing the
average onboarding time for new developers by one week.
Used Docker Compose for multi-container applications, expediting
development environments and shortening setup times by 2 days. 
EDUCATION
Bachelor of Science
Computer Science
University of Texas
2012 - 2016
Austin, TX
SKILLS
Visual Studio Code
GitHub
Jenkins
Java
MySQL
Amazon Web Services
Docker
Ansible
React
JUnit
",8.6
"RHETTA
LAREDO
Software Engineer III,
Front-End
Rhetta@email.com
(123) 456-7890
San Francisco, California
LinkedIn
github.com
EDUCATION
B.S.
Engineering
San Francisco State
University
September 2014 - June 2018
San Francisco, CA
GPA: 3.8
SKILLS
HTML
CSS
JavaScript
React.js
Angular.js
Vue.js
TypeScript
Git
CERTIFICATIONS
AWS CCP
WORK EXPERIENCE
Software Engineer III, Front-End
Philo
December 2020 - current
San Francisco, CA
Developed 37+ robust, reusable, and reliable platform
components which enhanced the company platform,
frameworks, and services
Managed 100% of change request processing coordination with 3
other teams
Provided technical advice and weigh-ins on technical decisions
that impacted 6 cross-functional teams and company outcomes
Developed and defined application scopes and objectives for 11+
technical teams
Spearheaded 68+ group sessions to elicit complex information
on requirements clarification, design sessions, code reviews, and
troubleshooting issues
Junior Software Developer
LegalZoom
November 2019 - December 2020
San Mateo, CA
Created HTML assets for 37+ active marketing campaigns,
including video landing pages, order form copy, and funnel copy
Optimized 23+ applications for maximum speed and scalability
Assured that 100% of user input was validated before submission
to the back-end of the system
Wrote automated tests that ensured 100% correct functionality
of the code
Developed 7 new user-facing features
Entry-Level Software Engineer
Uber
June 2018 - November 2019
San Francisco, CA
Collaborated with 4 product management and design teams to
implement innovative solutions for product direction
Transformed 33+ visual comps into rich web applications that
were responsive, semantic, and accessible
Performed cross-browser testing and remediation for 100% of
front-end web applications to ensure performance and superior
visual quality
Resolved and patched 56+ software defects reported by 3 quality
assurance teams
",6.6
"CAIUS KESSLER
Software Engineer
Intern
ckessler@email.com
(123) 456-7890
Seattle, WA
LinkedIn
EDUCATION
B.S.
Computer Science
University of Washington
September 2020 - current
Seattle, WA
Relevant courses
Computer Science I and II
Discrete Mathematics
Data Structures and
Algorithms
Computer Organization and
Architecture
Operating Systems
SKILLS
Visual Studio
Bitbucket
Oracle
Django
Windows
Java
HOBBIES
Food Photography
Travel Photography
Video editing and post-
production
CAREER OBJECTIVE
Highly-driven computer science student with growing
knowledge in Bitbucket, Oracle, and Java, seeking a software
engineering internship at Microsoft. As a Microsoft Certified:
Azure Developer Associate, I'm ready to contribute my passion
and skills to help drive innovation as a global technology leader.
WORK EXPERIENCE
Data Entry Specialist
Expedia Group
May 2021 - current
Seattle, WA
Processed and entered 1,200+ travel records per week into
Oracle databases.
Utilized Java-based tools to import and export data,
reducing data transfer time by 34%.
Developed and deployed a Django-based web interface,
increasing data accessibility for remote team by 22%.
Generated data-driven insights, supporting key business
decisions and driving a 6% increase in revenue.
Gathered monthly reports on data entry metrics, helping
strategic planning and resource allocation.
PROJECTS
Tech Pursuit
Creator
2020 - 2021
Designed a robust database architecture utilizing Oracle,
enhancing game performance by 38%.
Streamlined game development process by integrating
Visual Studio, reducing overall project time by 11%.
Implemented version control and collaboration using
Bitbucket, leading to a 21% decrease in code conflicts.
Enhanced game character AI using Java, increasing positive
user reviews by 29%.
Conducted extensive playtesting and user feedback analysis
every month, eliminating game bugs.
CERTIFICATIONS
Microsoft Certified: Azure Developer Associate
Oracle Certified Professional: Java SE 11 Developer
",12.4
"LYSANDRA VEGA
Software Engineer
lysandrav@email.com
(123) 456-7890
Indianapolis, IN
LinkedIn
CAREER OBJECTIVE
New computer engineering graduate with strong problem-
solving skills and a commitment to excellence, seeking a
software engineer role at Salesforce. Excited to use my skill in
Git and Python to support Salesforce's vision of helping
companies connect with their customers in fresh ways.
WORK EXPERIENCE
Software Engineer Intern
Infosys 
January 2022 - March 2023
Indianapolis, IN
Used Visual Studio Code for effective code editing and
debugging, increasing code quality by 18%.
Integrated third-party APIs with Python to enhance app
functionality and increase user satisfaction by 24%.
Improved database performance by optimizing MySQL
queries, boosting query response times by 11%.
Streamlined the continuous integration and deployment
(CI/CD) pipeline, reducing build times by 27%.
Cut merge conflicts by 13% using Git for version control
and collaboration.
PROJECTS
Academic Simulation Project
Group Leader
2019 - current
Developed backup and recovery strategies for macOS,
increasing data recovery speeds by 17%.
Implemented efficient MySQL database schemas and
decreased data redundancy by 28%.
Employed Django ORM to manage database interactions,
streamlining and reducing development time by 19%.
Collaborated with a team of 4 to ensure timely project
delivery while adhering to best practices.
EDUCATION
B.S.
Computer Engineering
Purdue University
September 2019 - April 2023
West Lafayette, IN
SKILLS
Visual Studio Code
Git
MySQL
Django
Heroku
macOS
Python
CERTIFICATIONS
Certified Software Development
Professional (CSDP)
",3.7
"CHARLES MCTURLAND
SOFTWARE ENGINEER
CONTACT
cmcturland@email.com
(123) 456-7890
New York, NY
LinkedIn
EDUCATION
B.S.
Computer Science
University of Pittsburgh
September 2008 - April 2012
Pittsburgh, PA
SKILLS
Python (Django)
Javascript (NodeJS ReactJS,
jQuery)
SQL (MySQL, PostgreSQL,
NoSQL)
HTML5/CSS
AWS
Unix, Git
WORK EXPERIENCE
Software Engineer
Embark
January 2015 - current / New York, NY
Worked with product managers to re-architect a multi-page web
app into a single page web-app, boosting yearly revenue by $1.4M
Constructed the logic for a streamlined ad-serving platform that
scaled to our 35M users, which improved the page speed by 15%
after implementation
Tested software for bugs and operating speed, fixing bugs and
documenting processes to increase efficiency by 18%
Iterated platform for college admissions, collaborating with a group
of 4 engineers to create features across the software
Software Engineer
MarketSmart
April 2012 - January 2015 / Washington, DC
Built RESTful APIs that served data to the JavaScript front-end
based on dynamically chosen user inputs that handled over 500,000
concurrent users
Built internal tool using NodeJS and Pupeteer.js to automate QA and
monitoring of donor-facing web app, which improved CTR by 3%
Reviewed code and conducted testing for 3 additional features on
donor-facing web app that increased contributions by 12%
Software Engineer Intern
Marketing Science Company
April 2011 - March 2012 / Pittsburgh, PA
Partnered with a developer to implement RESTful APIs in Django,
enabling analytics team to increase reporting speed by 24%
Using Selenium I built out a unit testing infrastructure for a client
application that reduced the number of bugs reported by the client
by 11% month over month
PROJECTS
Poker Simulation
Built a full-stack web app to allow users to simulate and visualize
outcomes of poker hands against opponents of different play styles
using open source cards.js on the front-end
Utilized sci-kit learn in Python to simulate possible outcomes under
different scenarios that the user chose
",1.2
"TINA COOK
SOFTWARE ENGINEER INTERN
CONTACT
t.cook@email.com
(123) 456-7890
Seattle, WA
LinkedIn
EDUCATION
Bachelor of Science
Computer Science
University of Washington
2021 - current
Seattle, WA
SKILLS
C++
Mercurial
Eclipse
MongoDB
OpenShift
CAREER OBJECTIVE
Passionate software engineer intern with project experience designing a mobile
application design and POS-based smart contract development, aspiring to
bring my expertise to Tableau Software. Excited to apply my skills in your firm to
drive innovative data visualization solutions.
WORK EXPERIENCE
Customer Service Representative
T-Mobile
2023 - current / Seattle, WA
Provided on-call support to a minimum of 71 customers daily, resolving
92% of issues on the first call.
Implemented a C++ script to automate CRM data entry tasks, reducing the
time needed to create reports by 39 minutes. 
Prevented escalations for 8 billing issues each month via quick resolutions.
Managed high-volume inbound calls during peak hours, maintaining an
average response time of under 44 seconds.
PROJECTS
PixelPilot
UI/UX Designer
2022 - 2023
Designed and prototyped a mobile app interface for a drone control
application, gaining a 87% user engagement rate during the testing phase.
Held multiple user testing sessions, gathering feedback to refine the app’s
user interface and decrease post-launch bug reports by 41%.
Used Eclipse IDE to debug the mobile app, fixing critical issues and
releasing the application 3 weeks ahead of schedule.
Leveraged MongoDB for storing user data and drone records, lowering
data retrieval speed by 6 minutes.
Blockchain
Seminar Attendee
November 2021
Attended a comprehensive blockchain technology seminar with 175+
attendees, understanding its applications in finance and healthcare.
Participated in hands-on workshops on blockchain, achieving a 9.5/10
report score by industry experts for Google Cloud Platform integration.
Optimized blockchain deployments on OpenShift, using seminar
knowledge to expedite deployment time by 4 days.
Created a proof-of-stake smart contract for a healthcare setting, reducing
data processing time by 17 minutes compared to industry standards.
",14.8
"ZARA GREENE
SOFTWARE ENGINEERING MANAGER
CONTACT
zaragreen@email.com
(123) 456-7890
Mountain View, CA
LinkedIn
Github
EDUCATION
M.S.
Computer Science with a
concentration in Software
Theory or Software Systems
Stanford University
2010 - 2012
Stanford, CA
B.S.
Computer Science
Carnegie Mellon University
2006 - 2010
Pittsburgh, PA
SKILLS
Eclipse
Git
Docker
Amazon Web Services (AWS)
Jenkins
React.js
MySQL
Java
CERTIFICATIONS
AWS Certified Developer from
Amazon Web Services
WORK EXPERIENCE
Software Engineering Manager
Google LLC
May 2019 - April 2023 / Mountain View, CA
Boosted application performance by 23% through the strategic use of
Docker for containerization and deployment.
Enhanced CI/CD pipelines by integrating Jenkins, accelerating release
cycles by 21%.
Optimized data storage and retrieval with MySQL, contributing to a
29% increase in database performance.
Mentored 5 junior engineers on best practices, increasing their
productivity and improving code quality.
Improved application architecture using AWS Cloud Services,
reducing server response times by 28%.
Systems Analyst
IBM
October 2015 - April 2019 / Armonk, NY
Developed custom system monitoring tools using Java, improving
infrastructure stability by 29%.
Implemented Git for version control and collaboration, reducing code
conflicts by 15%.
Led the migration of legacy systems to modern technology stacks,
improving system performance by 28%.
Enhanced website interface design with React.js, boosting click-
through rates by 24%.
Leveraged MySQL for data management and analysis, boosting
database performance by 26%.
IT Support Technician
PNC Financial Services Group
September 2012 - September 2015 / Pittsburgh, PA
Resolved an average of 35 daily IT support tickets, resulting in a 28%
increase in end-user satisfaction.
Used remote desktop tools to provide timely and efficient support,
decreasing average ticket resolution time by 19%.
Introduced a centralized knowledge base, reducing ticket escalation
rates by 23%.
Coordinated with vendors for timely hardware replacements and
upgrades, improving equipment reliability.
Provided ongoing IT support for remote workforce, improving
productivity by 22%.
",2.0
"DEAN BLYTHE
Software Integration Engineer
dean-blythe@email.com
(123) 456-7890
San Francisco, CA
LinkedIn
WORK EXPERIENCE
Integration Engineer
Marqeta
2018 - current
Oakland, CA
Managed the design, development, implementation, and support
of application integrations across 2 clinical and business systems
Evaluated all systems to determine integration requirements 
Identified trouble spots during integration process and provided
49 solutions to restore full functionality with no errors
Communicated with 20+ stakeholders, development teams, and
technology vendors during design and implementation
Software Quality Engineer
Adobe
2012 - 2018
San Francisco, CA
Led test plan and code reviews with 2 teams every week
Developed, maintained, and extended a Java-based automation
test framework that decreased bugs by 72%
Develop 100+ automated test suites to validate API, Back End,
and Front End components
Software Engineer
Uber
2009 - 2012
San Francisco, CA
Highlighted best practices and areas of concern for 3 teams
Managed support across 4 SQEs supporting a program to ensure
SQE commitments are met
Ensured company safety compliance for 100% of software
lifecycle activities and products
Staff Software Engineer
Western Union
2006 - 2009
San Francisco, CA
Set and upheld standards for code quality and platform stability
Led plans for projects for product ideas and 7 program features
Partnered with 6 senior engineers, product design team, and 4
managers to schedule projects and establish timelines
EDUCATION
Bachelor of Science
Computer Science
Stanford University
2002 - 2006
Stanford, CA
SKILLS
HTML
CSS
Javascript
React
Angular
PostgreSQL
MongoDB
Agile/Scrum/Waterfall
Attention to Detail
Verba Communication
",19.0
